DATE,Speard ,Yield
12/15/89,10 years - 3 months,-0.07
12/18/89,10 years - 3 months,-0.08
12/19/89,10 years - 3 months,-0.15
12/20/89,10 years - 3 months,-0.05
12/21/89,10 years - 3 months,-0.04
12/22/89,10 years - 3 months,-0.02
12/25/89,10 years - 3 months,.
12/26/89,10 years - 3 months,-0.07
12/27/89,10 years - 3 months,-0.05
12/28/89,10 years - 3 months,-0.03
12/29/89,10 years - 3 months,0.13
1/1/90,10 years - 3 months,.
1/2/90,10 years - 3 months,0.11
1/3/90,10 years - 3 months,0.1
1/4/90,10 years - 3 months,0.14
1/5/90,10 years - 3 months,0.2
1/8/90,10 years - 3 months,0.23
1/9/90,10 years - 3 months,0.22
1/10/90,10 years - 3 months,0.28
1/11/90,10 years - 3 months,0.24
1/12/90,10 years - 3 months,0.36
1/15/90,10 years - 3 months,.
1/16/90,10 years - 3 months,0.31
1/17/90,10 years - 3 months,0.22
1/18/90,10 years - 3 months,0.28
1/19/90,10 years - 3 months,0.26
1/22/90,10 years - 3 months,0.28
1/23/90,10 years - 3 months,0.33
1/24/90,10 years - 3 months,0.45
1/25/90,10 years - 3 months,0.47
1/26/90,10 years - 3 months,0.56
1/29/90,10 years - 3 months,0.5
1/30/90,10 years - 3 months,0.51
1/31/90,10 years - 3 months,0.43
2/1/90,10 years - 3 months,0.4
2/2/90,10 years - 3 months,0.43
2/5/90,10 years - 3 months,0.45
2/6/90,10 years - 3 months,0.48
2/7/90,10 years - 3 months,0.44
2/8/90,10 years - 3 months,0.41
2/9/90,10 years - 3 months,0.29
2/12/90,10 years - 3 months,0.41
2/13/90,10 years - 3 months,0.51
2/14/90,10 years - 3 months,0.49
2/15/90,10 years - 3 months,0.46
2/16/90,10 years - 3 months,0.48
2/19/90,10 years - 3 months,.
2/20/90,10 years - 3 months,0.56
2/21/90,10 years - 3 months,0.61
2/22/90,10 years - 3 months,0.55
2/23/90,10 years - 3 months,0.6
2/26/90,10 years - 3 months,0.49
2/27/90,10 years - 3 months,0.42
2/28/90,10 years - 3 months,0.47
3/1/90,10 years - 3 months,0.51
3/2/90,10 years - 3 months,0.52
3/5/90,10 years - 3 months,0.56
3/6/90,10 years - 3 months,0.42
3/7/90,10 years - 3 months,0.4
3/8/90,10 years - 3 months,0.39
3/9/90,10 years - 3 months,0.39
3/12/90,10 years - 3 months,0.37
3/13/90,10 years - 3 months,0.47
3/14/90,10 years - 3 months,0.42
3/15/90,10 years - 3 months,0.45
3/16/90,10 years - 3 months,0.4
3/19/90,10 years - 3 months,0.37
3/20/90,10 years - 3 months,0.29
3/21/90,10 years - 3 months,0.32
3/22/90,10 years - 3 months,0.36
3/23/90,10 years - 3 months,0.37
3/26/90,10 years - 3 months,0.38
3/27/90,10 years - 3 months,0.35
3/28/90,10 years - 3 months,0.39
3/29/90,10 years - 3 months,0.5
3/30/90,10 years - 3 months,0.58
4/2/90,10 years - 3 months,0.6
4/3/90,10 years - 3 months,0.54
4/4/90,10 years - 3 months,0.54
4/5/90,10 years - 3 months,0.55
4/6/90,10 years - 3 months,0.54
4/9/90,10 years - 3 months,0.5
4/10/90,10 years - 3 months,0.55
4/11/90,10 years - 3 months,0.6
4/12/90,10 years - 3 months,0.62
4/13/90,10 years - 3 months,.
4/16/90,10 years - 3 months,0.67
4/17/90,10 years - 3 months,0.74
4/18/90,10 years - 3 months,0.78
4/19/90,10 years - 3 months,0.81
4/20/90,10 years - 3 months,1
4/23/90,10 years - 3 months,0.98
4/24/90,10 years - 3 months,0.97
4/25/90,10 years - 3 months,0.95
4/26/90,10 years - 3 months,0.98
4/27/90,10 years - 3 months,1.01
4/30/90,10 years - 3 months,0.97
5/1/90,10 years - 3 months,0.89
5/2/90,10 years - 3 months,0.92
5/3/90,10 years - 3 months,0.89
5/4/90,10 years - 3 months,0.82
5/7/90,10 years - 3 months,0.78
5/8/90,10 years - 3 months,0.78
5/9/90,10 years - 3 months,0.87
5/10/90,10 years - 3 months,0.85
5/11/90,10 years - 3 months,0.76
5/14/90,10 years - 3 months,0.72
5/15/90,10 years - 3 months,0.74
5/16/90,10 years - 3 months,0.75
5/17/90,10 years - 3 months,0.76
5/18/90,10 years - 3 months,0.74
5/21/90,10 years - 3 months,0.72
5/22/90,10 years - 3 months,0.66
5/23/90,10 years - 3 months,0.7
5/24/90,10 years - 3 months,0.68
5/25/90,10 years - 3 months,0.68
5/28/90,10 years - 3 months,.
5/29/90,10 years - 3 months,0.64
5/30/90,10 years - 3 months,0.59
5/31/90,10 years - 3 months,0.59
6/1/90,10 years - 3 months,0.5
6/4/90,10 years - 3 months,0.48
6/5/90,10 years - 3 months,0.51
6/6/90,10 years - 3 months,0.5
6/7/90,10 years - 3 months,0.5
6/8/90,10 years - 3 months,0.5
6/11/90,10 years - 3 months,0.49
6/12/90,10 years - 3 months,0.49
6/13/90,10 years - 3 months,0.47
6/14/90,10 years - 3 months,0.46
6/15/90,10 years - 3 months,0.51
6/18/90,10 years - 3 months,0.57
6/19/90,10 years - 3 months,0.51
6/20/90,10 years - 3 months,0.52
6/21/90,10 years - 3 months,0.49
6/22/90,10 years - 3 months,0.47
6/25/90,10 years - 3 months,0.53
6/26/90,10 years - 3 months,0.49
6/27/90,10 years - 3 months,0.47
6/28/90,10 years - 3 months,0.47
6/29/90,10 years - 3 months,0.43
7/2/90,10 years - 3 months,0.43
7/3/90,10 years - 3 months,0.44
7/4/90,10 years - 3 months,.
7/5/90,10 years - 3 months,0.5
7/6/90,10 years - 3 months,0.5
7/9/90,10 years - 3 months,0.51
7/10/90,10 years - 3 months,0.5
7/11/90,10 years - 3 months,0.52
7/12/90,10 years - 3 months,0.56
7/13/90,10 years - 3 months,0.6
7/16/90,10 years - 3 months,0.58
7/17/90,10 years - 3 months,0.57
7/18/90,10 years - 3 months,0.7
7/19/90,10 years - 3 months,0.72
7/20/90,10 years - 3 months,0.69
7/23/90,10 years - 3 months,0.75
7/24/90,10 years - 3 months,0.75
7/25/90,10 years - 3 months,0.68
7/26/90,10 years - 3 months,0.66
7/27/90,10 years - 3 months,0.65
7/30/90,10 years - 3 months,0.6
7/31/90,10 years - 3 months,0.62
8/1/90,10 years - 3 months,0.62
8/2/90,10 years - 3 months,0.73
8/3/90,10 years - 3 months,0.91
8/6/90,10 years - 3 months,1.17
8/7/90,10 years - 3 months,1.17
8/8/90,10 years - 3 months,1.15
8/9/90,10 years - 3 months,1
8/10/90,10 years - 3 months,1.04
8/13/90,10 years - 3 months,1.05
8/14/90,10 years - 3 months,0.98
8/15/90,10 years - 3 months,0.94
8/16/90,10 years - 3 months,1.03
8/17/90,10 years - 3 months,1.08
8/20/90,10 years - 3 months,1.04
8/21/90,10 years - 3 months,1.01
8/22/90,10 years - 3 months,1.06
8/23/90,10 years - 3 months,1.21
8/24/90,10 years - 3 months,1.31
8/27/90,10 years - 3 months,1.12
8/28/90,10 years - 3 months,1.21
8/29/90,10 years - 3 months,1.12
8/30/90,10 years - 3 months,1.16
8/31/90,10 years - 3 months,1.23
9/3/90,10 years - 3 months,.
9/4/90,10 years - 3 months,1.26
9/5/90,10 years - 3 months,1.25
9/6/90,10 years - 3 months,1.22
9/7/90,10 years - 3 months,1.18
9/10/90,10 years - 3 months,1.17
9/11/90,10 years - 3 months,1.16
9/12/90,10 years - 3 months,1.21
9/13/90,10 years - 3 months,1.23
9/14/90,10 years - 3 months,1.28
9/17/90,10 years - 3 months,1.29
9/18/90,10 years - 3 months,1.29
9/19/90,10 years - 3 months,1.24
9/20/90,10 years - 3 months,1.28
9/21/90,10 years - 3 months,1.39
9/24/90,10 years - 3 months,1.41
9/25/90,10 years - 3 months,1.43
9/26/90,10 years - 3 months,1.43
9/27/90,10 years - 3 months,1.44
9/28/90,10 years - 3 months,1.45
10/1/90,10 years - 3 months,1.34
10/2/90,10 years - 3 months,1.28
10/3/90,10 years - 3 months,1.33
10/4/90,10 years - 3 months,1.31
10/5/90,10 years - 3 months,1.38
10/8/90,10 years - 3 months,.
10/9/90,10 years - 3 months,1.42
10/10/90,10 years - 3 months,1.45
10/11/90,10 years - 3 months,1.57
10/12/90,10 years - 3 months,1.47
10/15/90,10 years - 3 months,1.4
10/16/90,10 years - 3 months,1.4
10/17/90,10 years - 3 months,1.32
10/18/90,10 years - 3 months,1.22
10/19/90,10 years - 3 months,1.14
10/22/90,10 years - 3 months,1.16
10/23/90,10 years - 3 months,1.2
10/24/90,10 years - 3 months,1.2
10/25/90,10 years - 3 months,1.21
10/26/90,10 years - 3 months,1.27
10/29/90,10 years - 3 months,1.32
10/30/90,10 years - 3 months,1.33
10/31/90,10 years - 3 months,1.31
11/1/90,10 years - 3 months,1.29
11/2/90,10 years - 3 months,1.26
11/5/90,10 years - 3 months,1.19
11/6/90,10 years - 3 months,1.21
11/7/90,10 years - 3 months,1.25
11/8/90,10 years - 3 months,1.26
11/9/90,10 years - 3 months,1.22
11/12/90,10 years - 3 months,.
11/13/90,10 years - 3 months,1.1
11/14/90,10 years - 3 months,1.06
11/15/90,10 years - 3 months,1.05
11/16/90,10 years - 3 months,0.99
11/19/90,10 years - 3 months,1.02
11/20/90,10 years - 3 months,0.99
11/21/90,10 years - 3 months,1
11/22/90,10 years - 3 months,.
11/23/90,10 years - 3 months,1.03
11/26/90,10 years - 3 months,1.01
11/27/90,10 years - 3 months,1.01
11/28/90,10 years - 3 months,1.01
11/29/90,10 years - 3 months,1.06
11/30/90,10 years - 3 months,1.02
12/3/90,10 years - 3 months,0.94
12/4/90,10 years - 3 months,0.96
12/5/90,10 years - 3 months,0.93
12/6/90,10 years - 3 months,0.96
12/7/90,10 years - 3 months,0.93
12/10/90,10 years - 3 months,0.91
12/11/90,10 years - 3 months,0.88
12/12/90,10 years - 3 months,0.91
12/13/90,10 years - 3 months,0.93
12/14/90,10 years - 3 months,0.99
12/17/90,10 years - 3 months,1
12/18/90,10 years - 3 months,1.05
12/19/90,10 years - 3 months,1.17
12/20/90,10 years - 3 months,1.3
12/21/90,10 years - 3 months,1.32
12/24/90,10 years - 3 months,1.47
12/25/90,10 years - 3 months,.
12/26/90,10 years - 3 months,1.47
12/27/90,10 years - 3 months,1.44
12/28/90,10 years - 3 months,1.5
12/31/90,10 years - 3 months,1.45
1/1/91,10 years - 3 months,.
1/2/91,10 years - 3 months,1.31
1/3/91,10 years - 3 months,1.29
1/4/91,10 years - 3 months,1.29
1/7/91,10 years - 3 months,1.42
1/8/91,10 years - 3 months,1.52
1/9/91,10 years - 3 months,1.81
1/10/91,10 years - 3 months,1.76
1/11/91,10 years - 3 months,1.86
1/14/91,10 years - 3 months,1.99
1/15/91,10 years - 3 months,1.99
1/16/91,10 years - 3 months,2.02
1/17/91,10 years - 3 months,1.75
1/18/91,10 years - 3 months,1.79
1/21/91,10 years - 3 months,.
1/22/91,10 years - 3 months,1.83
1/23/91,10 years - 3 months,1.72
1/24/91,10 years - 3 months,1.69
1/25/91,10 years - 3 months,1.71
1/28/91,10 years - 3 months,1.62
1/29/91,10 years - 3 months,1.64
1/30/91,10 years - 3 months,1.66
1/31/91,10 years - 3 months,1.66
2/1/91,10 years - 3 months,1.74
2/4/91,10 years - 3 months,1.73
2/5/91,10 years - 3 months,1.7
2/6/91,10 years - 3 months,1.71
2/7/91,10 years - 3 months,1.71
2/8/91,10 years - 3 months,1.68
2/11/91,10 years - 3 months,1.73
2/12/91,10 years - 3 months,1.76
2/13/91,10 years - 3 months,1.75
2/14/91,10 years - 3 months,1.78
2/15/91,10 years - 3 months,1.7
2/18/91,10 years - 3 months,.
2/19/91,10 years - 3 months,1.67
2/20/91,10 years - 3 months,1.73
2/21/91,10 years - 3 months,1.79
2/22/91,10 years - 3 months,1.79
2/25/91,10 years - 3 months,1.75
2/26/91,10 years - 3 months,1.74
2/27/91,10 years - 3 months,1.77
2/28/91,10 years - 3 months,1.8
3/1/91,10 years - 3 months,1.85
3/4/91,10 years - 3 months,1.88
3/5/91,10 years - 3 months,1.83
3/6/91,10 years - 3 months,1.83
3/7/91,10 years - 3 months,1.8
3/8/91,10 years - 3 months,1.97
3/11/91,10 years - 3 months,1.98
3/12/91,10 years - 3 months,2.04
3/13/91,10 years - 3 months,2
3/14/91,10 years - 3 months,2.08
3/15/91,10 years - 3 months,2.12
3/18/91,10 years - 3 months,2.12
3/19/91,10 years - 3 months,2.17
3/20/91,10 years - 3 months,2.13
3/21/91,10 years - 3 months,2.1
3/22/91,10 years - 3 months,2.07
3/25/91,10 years - 3 months,2.06
3/26/91,10 years - 3 months,2.08
3/27/91,10 years - 3 months,2.09
3/28/91,10 years - 3 months,2.13
3/29/91,10 years - 3 months,.
4/1/91,10 years - 3 months,2.13
4/2/91,10 years - 3 months,2.08
4/3/91,10 years - 3 months,2.1
4/4/91,10 years - 3 months,2.08
4/5/91,10 years - 3 months,2.1
4/8/91,10 years - 3 months,2.15
4/9/91,10 years - 3 months,2.24
4/10/91,10 years - 3 months,2.31
4/11/91,10 years - 3 months,2.35
4/12/91,10 years - 3 months,2.3
4/15/91,10 years - 3 months,2.18
4/16/91,10 years - 3 months,2.18
4/17/91,10 years - 3 months,2.22
4/18/91,10 years - 3 months,2.18
4/19/91,10 years - 3 months,2.17
4/22/91,10 years - 3 months,2.28
4/23/91,10 years - 3 months,2.23
4/24/91,10 years - 3 months,2.22
4/25/91,10 years - 3 months,2.29
4/26/91,10 years - 3 months,2.27
4/29/91,10 years - 3 months,2.3
4/30/91,10 years - 3 months,2.34
5/1/91,10 years - 3 months,2.3
5/2/91,10 years - 3 months,2.34
5/3/91,10 years - 3 months,2.4
5/6/91,10 years - 3 months,2.41
5/7/91,10 years - 3 months,2.39
5/8/91,10 years - 3 months,2.37
5/9/91,10 years - 3 months,2.37
5/10/91,10 years - 3 months,2.47
5/13/91,10 years - 3 months,2.42
5/14/91,10 years - 3 months,2.48
5/15/91,10 years - 3 months,2.51
5/16/91,10 years - 3 months,2.55
5/17/91,10 years - 3 months,2.51
5/20/91,10 years - 3 months,2.47
5/21/91,10 years - 3 months,2.39
5/22/91,10 years - 3 months,2.43
5/23/91,10 years - 3 months,2.53
5/24/91,10 years - 3 months,2.53
5/27/91,10 years - 3 months,.
5/28/91,10 years - 3 months,2.48
5/29/91,10 years - 3 months,2.45
5/30/91,10 years - 3 months,2.4
5/31/91,10 years - 3 months,2.35
6/3/91,10 years - 3 months,2.35
6/4/91,10 years - 3 months,2.4
6/5/91,10 years - 3 months,2.43
6/6/91,10 years - 3 months,2.49
6/7/91,10 years - 3 months,2.55
6/10/91,10 years - 3 months,2.52
6/11/91,10 years - 3 months,2.55
6/12/91,10 years - 3 months,2.63
6/13/91,10 years - 3 months,2.58
6/14/91,10 years - 3 months,2.52
6/17/91,10 years - 3 months,2.52
6/18/91,10 years - 3 months,2.52
6/19/91,10 years - 3 months,2.59
6/20/91,10 years - 3 months,2.56
6/21/91,10 years - 3 months,2.57
6/24/91,10 years - 3 months,2.58
6/25/91,10 years - 3 months,2.58
6/26/91,10 years - 3 months,2.6
6/27/91,10 years - 3 months,2.59
6/28/91,10 years - 3 months,2.53
7/1/91,10 years - 3 months,2.5
7/2/91,10 years - 3 months,2.52
7/3/91,10 years - 3 months,2.53
7/4/91,10 years - 3 months,.
7/5/91,10 years - 3 months,2.58
7/8/91,10 years - 3 months,2.59
7/9/91,10 years - 3 months,2.6
7/10/91,10 years - 3 months,2.6
7/11/91,10 years - 3 months,2.56
7/12/91,10 years - 3 months,2.54
7/15/91,10 years - 3 months,2.51
7/16/91,10 years - 3 months,2.51
7/17/91,10 years - 3 months,2.51
7/18/91,10 years - 3 months,2.54
7/19/91,10 years - 3 months,2.52
7/22/91,10 years - 3 months,2.52
7/23/91,10 years - 3 months,2.55
7/24/91,10 years - 3 months,2.49
7/25/91,10 years - 3 months,2.44
7/26/91,10 years - 3 months,2.44
7/29/91,10 years - 3 months,2.45
7/30/91,10 years - 3 months,2.48
7/31/91,10 years - 3 months,2.5
8/1/91,10 years - 3 months,2.48
8/2/91,10 years - 3 months,2.43
8/5/91,10 years - 3 months,2.36
8/6/91,10 years - 3 months,2.39
8/7/91,10 years - 3 months,2.38
8/8/91,10 years - 3 months,2.44
8/9/91,10 years - 3 months,2.5
8/12/91,10 years - 3 months,2.47
8/13/91,10 years - 3 months,2.46
8/14/91,10 years - 3 months,2.37
8/15/91,10 years - 3 months,2.38
8/16/91,10 years - 3 months,2.42
8/19/91,10 years - 3 months,2.56
8/20/91,10 years - 3 months,2.55
8/21/91,10 years - 3 months,2.36
8/22/91,10 years - 3 months,2.31
8/23/91,10 years - 3 months,2.32
8/26/91,10 years - 3 months,2.33
8/27/91,10 years - 3 months,2.34
8/28/91,10 years - 3 months,2.36
8/29/91,10 years - 3 months,2.31
8/30/91,10 years - 3 months,2.33
9/2/91,10 years - 3 months,.
9/3/91,10 years - 3 months,2.3
9/4/91,10 years - 3 months,2.32
9/5/91,10 years - 3 months,2.35
9/6/91,10 years - 3 months,2.31
9/9/91,10 years - 3 months,2.29
9/10/91,10 years - 3 months,2.33
9/11/91,10 years - 3 months,2.32
9/12/91,10 years - 3 months,2.29
9/13/91,10 years - 3 months,2.35
9/16/91,10 years - 3 months,2.29
9/17/91,10 years - 3 months,2.27
9/18/91,10 years - 3 months,2.28
9/19/91,10 years - 3 months,2.25
9/20/91,10 years - 3 months,2.22
9/23/91,10 years - 3 months,2.18
9/24/91,10 years - 3 months,2.23
9/25/91,10 years - 3 months,2.25
9/26/91,10 years - 3 months,2.28
9/27/91,10 years - 3 months,2.21
9/30/91,10 years - 3 months,2.21
10/1/91,10 years - 3 months,2.2
10/2/91,10 years - 3 months,2.23
10/3/91,10 years - 3 months,2.28
10/4/91,10 years - 3 months,2.22
10/7/91,10 years - 3 months,2.22
10/8/91,10 years - 3 months,2.26
10/9/91,10 years - 3 months,2.35
10/10/91,10 years - 3 months,2.4
10/11/91,10 years - 3 months,2.35
10/14/91,10 years - 3 months,.
10/15/91,10 years - 3 months,2.33
10/16/91,10 years - 3 months,2.33
10/17/91,10 years - 3 months,2.37
10/18/91,10 years - 3 months,2.35
10/21/91,10 years - 3 months,2.43
10/22/91,10 years - 3 months,2.46
10/23/91,10 years - 3 months,2.5
10/24/91,10 years - 3 months,2.53
10/25/91,10 years - 3 months,2.57
10/28/91,10 years - 3 months,2.56
10/29/91,10 years - 3 months,2.48
10/30/91,10 years - 3 months,2.5
10/31/91,10 years - 3 months,2.51
11/1/91,10 years - 3 months,2.59
11/4/91,10 years - 3 months,2.62
11/5/91,10 years - 3 months,2.66
11/6/91,10 years - 3 months,2.75
11/7/91,10 years - 3 months,2.67
11/8/91,10 years - 3 months,2.66
11/11/91,10 years - 3 months,.
11/12/91,10 years - 3 months,2.6
11/13/91,10 years - 3 months,2.65
11/14/91,10 years - 3 months,2.59
11/15/91,10 years - 3 months,2.61
11/18/91,10 years - 3 months,2.62
11/19/91,10 years - 3 months,2.71
11/20/91,10 years - 3 months,2.76
11/21/91,10 years - 3 months,2.83
11/22/91,10 years - 3 months,2.89
11/25/91,10 years - 3 months,2.9
11/26/91,10 years - 3 months,2.9
11/27/91,10 years - 3 months,2.91
11/28/91,10 years - 3 months,.
11/29/91,10 years - 3 months,2.91
12/2/91,10 years - 3 months,2.81
12/3/91,10 years - 3 months,2.8
12/4/91,10 years - 3 months,2.74
12/5/91,10 years - 3 months,2.78
12/6/91,10 years - 3 months,2.9
12/9/91,10 years - 3 months,2.94
12/10/91,10 years - 3 months,2.89
12/11/91,10 years - 3 months,2.96
12/12/91,10 years - 3 months,2.93
12/13/91,10 years - 3 months,2.96
12/16/91,10 years - 3 months,2.96
12/17/91,10 years - 3 months,2.96
12/18/91,10 years - 3 months,2.96
12/19/91,10 years - 3 months,2.96
12/20/91,10 years - 3 months,3.13
12/23/91,10 years - 3 months,3.01
12/24/91,10 years - 3 months,2.97
12/25/91,10 years - 3 months,.
12/26/91,10 years - 3 months,2.93
12/27/91,10 years - 3 months,2.86
12/30/91,10 years - 3 months,2.79
12/31/91,10 years - 3 months,2.75
1/1/92,10 years - 3 months,.
1/2/92,10 years - 3 months,2.82
1/3/92,10 years - 3 months,2.9
1/6/92,10 years - 3 months,2.9
1/7/92,10 years - 3 months,2.91
1/8/92,10 years - 3 months,2.95
1/9/92,10 years - 3 months,2.92
1/10/92,10 years - 3 months,2.93
1/13/92,10 years - 3 months,3
1/14/92,10 years - 3 months,3.11
1/15/92,10 years - 3 months,3.11
1/16/92,10 years - 3 months,3.24
1/17/92,10 years - 3 months,3.2
1/20/92,10 years - 3 months,.
1/21/92,10 years - 3 months,3.17
1/22/92,10 years - 3 months,3.24
1/23/92,10 years - 3 months,3.33
1/24/92,10 years - 3 months,3.34
1/27/92,10 years - 3 months,3.31
1/28/92,10 years - 3 months,3.23
1/29/92,10 years - 3 months,3.29
1/30/92,10 years - 3 months,3.38
1/31/92,10 years - 3 months,3.37
2/3/92,10 years - 3 months,3.4
2/4/92,10 years - 3 months,3.35
2/5/92,10 years - 3 months,3.27
2/6/92,10 years - 3 months,3.29
2/7/92,10 years - 3 months,3.36
2/10/92,10 years - 3 months,3.38
2/11/92,10 years - 3 months,3.38
2/12/92,10 years - 3 months,3.45
2/13/92,10 years - 3 months,3.51
2/14/92,10 years - 3 months,3.52
2/17/92,10 years - 3 months,.
2/18/92,10 years - 3 months,3.54
2/19/92,10 years - 3 months,3.47
2/20/92,10 years - 3 months,3.43
2/21/92,10 years - 3 months,3.42
2/24/92,10 years - 3 months,3.4
2/25/92,10 years - 3 months,3.37
2/26/92,10 years - 3 months,3.28
2/27/92,10 years - 3 months,3.31
2/28/92,10 years - 3 months,3.24
3/2/92,10 years - 3 months,3.24
3/3/92,10 years - 3 months,3.29
3/4/92,10 years - 3 months,3.3
3/5/92,10 years - 3 months,3.37
3/6/92,10 years - 3 months,3.34
3/9/92,10 years - 3 months,3.32
3/10/92,10 years - 3 months,3.32
3/11/92,10 years - 3 months,3.4
3/12/92,10 years - 3 months,3.5
3/13/92,10 years - 3 months,3.55
3/16/92,10 years - 3 months,3.51
3/17/92,10 years - 3 months,3.46
3/18/92,10 years - 3 months,3.47
3/19/92,10 years - 3 months,3.42
3/20/92,10 years - 3 months,3.48
3/23/92,10 years - 3 months,3.45
3/24/92,10 years - 3 months,3.38
3/25/92,10 years - 3 months,3.42
3/26/92,10 years - 3 months,3.46
3/27/92,10 years - 3 months,3.43
3/30/92,10 years - 3 months,3.38
3/31/92,10 years - 3 months,3.39
4/1/92,10 years - 3 months,3.35
