DATE,Speard ,Yield
2/23/87,10 years - 3 months,1.64
2/24/87,10 years - 3 months,1.59
2/25/87,10 years - 3 months,1.61
2/26/87,10 years - 3 months,1.61
2/27/87,10 years - 3 months,1.59
3/2/87,10 years - 3 months,1.54
3/3/87,10 years - 3 months,1.5
3/4/87,10 years - 3 months,1.46
3/5/87,10 years - 3 months,1.47
3/6/87,10 years - 3 months,1.41
3/9/87,10 years - 3 months,1.41
3/10/87,10 years - 3 months,1.37
3/11/87,10 years - 3 months,1.37
3/12/87,10 years - 3 months,1.37
3/13/87,10 years - 3 months,1.4
3/16/87,10 years - 3 months,1.39
3/17/87,10 years - 3 months,1.46
3/18/87,10 years - 3 months,1.52
3/19/87,10 years - 3 months,1.54
3/20/87,10 years - 3 months,1.53
3/23/87,10 years - 3 months,1.45
3/24/87,10 years - 3 months,1.48
3/25/87,10 years - 3 months,1.52
3/26/87,10 years - 3 months,1.5
3/27/87,10 years - 3 months,1.52
3/30/87,10 years - 3 months,1.69
3/31/87,10 years - 3 months,1.72
4/1/87,10 years - 3 months,1.88
4/2/87,10 years - 3 months,1.91
4/3/87,10 years - 3 months,1.92
4/6/87,10 years - 3 months,1.89
4/7/87,10 years - 3 months,1.94
4/8/87,10 years - 3 months,1.94
4/9/87,10 years - 3 months,1.85
4/10/87,10 years - 3 months,1.94
4/13/87,10 years - 3 months,1.85
4/14/87,10 years - 3 months,2.17
4/15/87,10 years - 3 months,2.24
4/16/87,10 years - 3 months,2.3
4/17/87,10 years - 3 months,.
4/20/87,10 years - 3 months,2.46
4/21/87,10 years - 3 months,2.52
4/22/87,10 years - 3 months,2.65
4/23/87,10 years - 3 months,2.73
4/24/87,10 years - 3 months,2.53
4/27/87,10 years - 3 months,2.39
4/28/87,10 years - 3 months,2.27
4/29/87,10 years - 3 months,2.46
4/30/87,10 years - 3 months,2.51
5/1/87,10 years - 3 months,2.61
5/4/87,10 years - 3 months,2.65
5/5/87,10 years - 3 months,2.46
5/6/87,10 years - 3 months,2.87
5/7/87,10 years - 3 months,2.8
5/8/87,10 years - 3 months,2.72
5/11/87,10 years - 3 months,2.73
5/12/87,10 years - 3 months,2.77
5/13/87,10 years - 3 months,2.85
5/14/87,10 years - 3 months,2.66
5/15/87,10 years - 3 months,2.65
5/18/87,10 years - 3 months,2.64
5/19/87,10 years - 3 months,2.93
5/20/87,10 years - 3 months,3.05
5/21/87,10 years - 3 months,3.16
5/22/87,10 years - 3 months,3.04
5/25/87,10 years - 3 months,.
5/26/87,10 years - 3 months,2.72
5/27/87,10 years - 3 months,2.66
5/28/87,10 years - 3 months,2.74
5/29/87,10 years - 3 months,2.62
6/1/87,10 years - 3 months,2.53
6/2/87,10 years - 3 months,2.78
6/3/87,10 years - 3 months,2.77
6/4/87,10 years - 3 months,2.74
6/5/87,10 years - 3 months,2.63
6/8/87,10 years - 3 months,2.68
6/9/87,10 years - 3 months,2.88
6/10/87,10 years - 3 months,2.91
6/11/87,10 years - 3 months,2.8
6/12/87,10 years - 3 months,2.59
6/15/87,10 years - 3 months,2.43
6/16/87,10 years - 3 months,2.47
6/17/87,10 years - 3 months,2.4
6/18/87,10 years - 3 months,2.44
6/19/87,10 years - 3 months,2.46
6/22/87,10 years - 3 months,2.37
6/23/87,10 years - 3 months,2.33
6/24/87,10 years - 3 months,2.29
6/25/87,10 years - 3 months,2.22
6/26/87,10 years - 3 months,2.4
6/29/87,10 years - 3 months,2.46
6/30/87,10 years - 3 months,2.47
7/1/87,10 years - 3 months,2.54
7/2/87,10 years - 3 months,2.46
7/3/87,10 years - 3 months,.
7/6/87,10 years - 3 months,2.44
7/7/87,10 years - 3 months,2.5
7/8/87,10 years - 3 months,2.58
7/9/87,10 years - 3 months,2.59
7/10/87,10 years - 3 months,2.56
7/13/87,10 years - 3 months,2.6
7/14/87,10 years - 3 months,2.61
7/15/87,10 years - 3 months,2.68
7/16/87,10 years - 3 months,2.66
7/17/87,10 years - 3 months,2.63
7/20/87,10 years - 3 months,2.69
7/21/87,10 years - 3 months,2.62
7/22/87,10 years - 3 months,2.69
7/23/87,10 years - 3 months,2.69
7/24/87,10 years - 3 months,2.62
7/27/87,10 years - 3 months,2.57
7/28/87,10 years - 3 months,2.53
7/29/87,10 years - 3 months,2.5
7/30/87,10 years - 3 months,2.34
7/31/87,10 years - 3 months,2.39
8/3/87,10 years - 3 months,2.56
8/4/87,10 years - 3 months,2.77
8/5/87,10 years - 3 months,2.67
8/6/87,10 years - 3 months,2.8
8/7/87,10 years - 3 months,2.66
8/10/87,10 years - 3 months,2.63
8/11/87,10 years - 3 months,2.6
8/12/87,10 years - 3 months,2.58
8/13/87,10 years - 3 months,2.48
8/14/87,10 years - 3 months,2.43
8/17/87,10 years - 3 months,2.39
8/18/87,10 years - 3 months,2.52
8/19/87,10 years - 3 months,2.53
8/20/87,10 years - 3 months,2.43
8/21/87,10 years - 3 months,2.47
8/24/87,10 years - 3 months,2.4
8/25/87,10 years - 3 months,2.35
8/26/87,10 years - 3 months,2.33
8/27/87,10 years - 3 months,2.42
8/28/87,10 years - 3 months,2.5
8/31/87,10 years - 3 months,2.55
9/1/87,10 years - 3 months,2.73
9/2/87,10 years - 3 months,2.99
9/3/87,10 years - 3 months,2.9
9/4/87,10 years - 3 months,2.71
9/7/87,10 years - 3 months,.
9/8/87,10 years - 3 months,2.84
9/9/87,10 years - 3 months,2.83
9/10/87,10 years - 3 months,2.88
9/11/87,10 years - 3 months,2.77
9/14/87,10 years - 3 months,2.78
9/15/87,10 years - 3 months,2.89
9/16/87,10 years - 3 months,2.97
9/17/87,10 years - 3 months,2.89
9/18/87,10 years - 3 months,2.75
9/21/87,10 years - 3 months,2.71
9/22/87,10 years - 3 months,2.64
9/23/87,10 years - 3 months,2.69
9/24/87,10 years - 3 months,2.84
9/25/87,10 years - 3 months,2.77
9/28/87,10 years - 3 months,2.71
9/29/87,10 years - 3 months,2.72
9/30/87,10 years - 3 months,2.8
10/1/87,10 years - 3 months,2.8
10/2/87,10 years - 3 months,2.71
10/5/87,10 years - 3 months,2.77
10/6/87,10 years - 3 months,2.95
10/7/87,10 years - 3 months,2.93
10/8/87,10 years - 3 months,2.93
10/9/87,10 years - 3 months,2.94
10/12/87,10 years - 3 months,.
10/13/87,10 years - 3 months,2.87
10/14/87,10 years - 3 months,2.68
10/15/87,10 years - 3 months,2.85
10/16/87,10 years - 3 months,3.04
10/19/87,10 years - 3 months,3.48
10/20/87,10 years - 3 months,3.35
10/21/87,10 years - 3 months,3.52
10/22/87,10 years - 3 months,3.44
10/23/87,10 years - 3 months,3.51
10/26/87,10 years - 3 months,3.36
10/27/87,10 years - 3 months,3.53
10/28/87,10 years - 3 months,3.76
10/29/87,10 years - 3 months,3.7
10/30/87,10 years - 3 months,3.43
11/2/87,10 years - 3 months,3.13
11/3/87,10 years - 3 months,3.1
11/4/87,10 years - 3 months,3.14
11/5/87,10 years - 3 months,2.96
11/6/87,10 years - 3 months,2.84
11/9/87,10 years - 3 months,2.86
11/10/87,10 years - 3 months,2.94
11/11/87,10 years - 3 months,.
11/12/87,10 years - 3 months,2.78
11/13/87,10 years - 3 months,2.73
11/16/87,10 years - 3 months,2.72
11/17/87,10 years - 3 months,2.79
11/18/87,10 years - 3 months,2.9
11/19/87,10 years - 3 months,2.98
11/20/87,10 years - 3 months,2.87
11/23/87,10 years - 3 months,2.8
11/24/87,10 years - 3 months,2.94
11/25/87,10 years - 3 months,3.1
11/26/87,10 years - 3 months,.
11/27/87,10 years - 3 months,3.29
11/30/87,10 years - 3 months,3.57
12/1/87,10 years - 3 months,3.29
12/2/87,10 years - 3 months,3.35
12/3/87,10 years - 3 months,3.42
12/4/87,10 years - 3 months,3.33
12/7/87,10 years - 3 months,3.02
12/8/87,10 years - 3 months,3.04
12/9/87,10 years - 3 months,3.03
12/10/87,10 years - 3 months,3.12
12/11/87,10 years - 3 months,3.23
12/14/87,10 years - 3 months,3.15
12/15/87,10 years - 3 months,2.97
12/16/87,10 years - 3 months,2.87
12/17/87,10 years - 3 months,2.91
12/18/87,10 years - 3 months,2.83
12/21/87,10 years - 3 months,2.78
12/22/87,10 years - 3 months,2.83
12/23/87,10 years - 3 months,2.87
12/24/87,10 years - 3 months,2.9
12/25/87,10 years - 3 months,.
12/28/87,10 years - 3 months,3
12/29/87,10 years - 3 months,2.82
12/30/87,10 years - 3 months,2.89
12/31/87,10 years - 3 months,2.97
1/1/88,10 years - 3 months,.
1/4/88,10 years - 3 months,2.74
1/5/88,10 years - 3 months,2.64
1/6/88,10 years - 3 months,2.79
1/7/88,10 years - 3 months,2.87
1/8/88,10 years - 3 months,2.91
1/11/88,10 years - 3 months,3.03
1/12/88,10 years - 3 months,2.94
1/13/88,10 years - 3 months,2.9
1/14/88,10 years - 3 months,2.79
1/15/88,10 years - 3 months,2.53
1/18/88,10 years - 3 months,.
1/19/88,10 years - 3 months,2.47
1/20/88,10 years - 3 months,2.62
1/21/88,10 years - 3 months,2.53
1/22/88,10 years - 3 months,2.49
1/25/88,10 years - 3 months,2.41
1/26/88,10 years - 3 months,2.53
1/27/88,10 years - 3 months,2.46
1/28/88,10 years - 3 months,2.47
1/29/88,10 years - 3 months,2.44
2/1/88,10 years - 3 months,2.4
2/2/88,10 years - 3 months,2.29
2/3/88,10 years - 3 months,2.32
2/4/88,10 years - 3 months,2.41
2/5/88,10 years - 3 months,2.31
2/8/88,10 years - 3 months,2.36
2/9/88,10 years - 3 months,2.38
2/10/88,10 years - 3 months,2.32
2/11/88,10 years - 3 months,2.35
2/12/88,10 years - 3 months,2.35
2/15/88,10 years - 3 months,.
2/16/88,10 years - 3 months,2.36
2/17/88,10 years - 3 months,2.4
2/18/88,10 years - 3 months,2.41
2/19/88,10 years - 3 months,2.4
2/22/88,10 years - 3 months,2.39
2/23/88,10 years - 3 months,2.36
2/24/88,10 years - 3 months,2.38
2/25/88,10 years - 3 months,2.42
2/26/88,10 years - 3 months,2.42
2/29/88,10 years - 3 months,2.36
3/1/88,10 years - 3 months,2.37
3/2/88,10 years - 3 months,2.36
3/3/88,10 years - 3 months,2.36
3/4/88,10 years - 3 months,2.4
3/7/88,10 years - 3 months,2.4
3/8/88,10 years - 3 months,2.42
3/9/88,10 years - 3 months,2.43
3/10/88,10 years - 3 months,2.43
3/11/88,10 years - 3 months,2.39
3/14/88,10 years - 3 months,2.42
3/15/88,10 years - 3 months,2.53
3/16/88,10 years - 3 months,2.59
3/17/88,10 years - 3 months,2.54
3/18/88,10 years - 3 months,2.59
3/21/88,10 years - 3 months,2.56
3/22/88,10 years - 3 months,2.51
3/23/88,10 years - 3 months,2.47
3/24/88,10 years - 3 months,2.55
3/25/88,10 years - 3 months,2.6
3/28/88,10 years - 3 months,2.66
3/29/88,10 years - 3 months,2.65
3/30/88,10 years - 3 months,2.65
3/31/88,10 years - 3 months,2.7
4/1/88,10 years - 3 months,.
4/4/88,10 years - 3 months,2.64
4/5/88,10 years - 3 months,2.49
4/6/88,10 years - 3 months,2.38
4/7/88,10 years - 3 months,2.37
4/8/88,10 years - 3 months,2.32
4/11/88,10 years - 3 months,2.36
4/12/88,10 years - 3 months,2.47
4/13/88,10 years - 3 months,2.53
4/14/88,10 years - 3 months,2.77
4/15/88,10 years - 3 months,2.69
4/18/88,10 years - 3 months,2.77
4/19/88,10 years - 3 months,2.83
4/20/88,10 years - 3 months,2.82
4/21/88,10 years - 3 months,2.82
4/22/88,10 years - 3 months,2.78
4/25/88,10 years - 3 months,2.74
4/26/88,10 years - 3 months,2.73
4/27/88,10 years - 3 months,2.76
4/28/88,10 years - 3 months,2.73
4/29/88,10 years - 3 months,2.71
5/2/88,10 years - 3 months,2.65
5/3/88,10 years - 3 months,2.58
5/4/88,10 years - 3 months,2.58
5/5/88,10 years - 3 months,2.55
5/6/88,10 years - 3 months,2.53
5/9/88,10 years - 3 months,2.51
5/10/88,10 years - 3 months,2.54
5/11/88,10 years - 3 months,2.6
5/12/88,10 years - 3 months,2.64
5/13/88,10 years - 3 months,2.63
5/16/88,10 years - 3 months,2.61
5/17/88,10 years - 3 months,2.63
5/18/88,10 years - 3 months,2.79
5/19/88,10 years - 3 months,2.84
5/20/88,10 years - 3 months,2.78
5/23/88,10 years - 3 months,2.76
5/24/88,10 years - 3 months,2.72
5/25/88,10 years - 3 months,2.68
5/26/88,10 years - 3 months,2.59
5/27/88,10 years - 3 months,2.59
5/30/88,10 years - 3 months,.
5/31/88,10 years - 3 months,2.53
6/1/88,10 years - 3 months,2.36
6/2/88,10 years - 3 months,2.43
6/3/88,10 years - 3 months,2.31
6/6/88,10 years - 3 months,2.29
6/7/88,10 years - 3 months,2.39
6/8/88,10 years - 3 months,2.33
6/9/88,10 years - 3 months,2.32
6/10/88,10 years - 3 months,2.27
6/13/88,10 years - 3 months,2.26
6/14/88,10 years - 3 months,2.15
6/15/88,10 years - 3 months,2.18
6/16/88,10 years - 3 months,2.4
6/17/88,10 years - 3 months,2.45
6/20/88,10 years - 3 months,2.42
6/21/88,10 years - 3 months,2.27
6/22/88,10 years - 3 months,2.18
6/23/88,10 years - 3 months,2.15
6/24/88,10 years - 3 months,2.13
6/27/88,10 years - 3 months,2.16
6/28/88,10 years - 3 months,2.06
6/29/88,10 years - 3 months,2.1
6/30/88,10 years - 3 months,2.05
7/1/88,10 years - 3 months,2.01
7/4/88,10 years - 3 months,.
7/5/88,10 years - 3 months,2.05
7/6/88,10 years - 3 months,2.18
7/7/88,10 years - 3 months,2.19
7/8/88,10 years - 3 months,2.16
7/11/88,10 years - 3 months,2.18
7/12/88,10 years - 3 months,2.14
7/13/88,10 years - 3 months,2.19
7/14/88,10 years - 3 months,2.17
7/15/88,10 years - 3 months,2.14
7/18/88,10 years - 3 months,2.25
7/19/88,10 years - 3 months,2.2
7/20/88,10 years - 3 months,2.19
7/21/88,10 years - 3 months,2.16
7/22/88,10 years - 3 months,2.15
7/25/88,10 years - 3 months,2.03
7/26/88,10 years - 3 months,1.98
7/27/88,10 years - 3 months,1.91
7/28/88,10 years - 3 months,1.94
7/29/88,10 years - 3 months,1.94
8/1/88,10 years - 3 months,1.92
8/2/88,10 years - 3 months,1.88
8/3/88,10 years - 3 months,1.92
8/4/88,10 years - 3 months,1.93
8/5/88,10 years - 3 months,1.97
8/8/88,10 years - 3 months,2.03
8/9/88,10 years - 3 months,1.91
8/10/88,10 years - 3 months,2.09
8/11/88,10 years - 3 months,2.11
8/12/88,10 years - 3 months,2.11
8/15/88,10 years - 3 months,2.12
8/16/88,10 years - 3 months,2.06
8/17/88,10 years - 3 months,2.12
8/18/88,10 years - 3 months,2.09
8/19/88,10 years - 3 months,2.05
8/22/88,10 years - 3 months,2.04
8/23/88,10 years - 3 months,1.93
8/24/88,10 years - 3 months,1.92
8/25/88,10 years - 3 months,1.92
8/26/88,10 years - 3 months,1.81
8/29/88,10 years - 3 months,1.73
8/30/88,10 years - 3 months,1.73
8/31/88,10 years - 3 months,1.71
9/1/88,10 years - 3 months,1.73
9/2/88,10 years - 3 months,1.55
9/5/88,10 years - 3 months,.
9/6/88,10 years - 3 months,1.48
9/7/88,10 years - 3 months,1.42
9/8/88,10 years - 3 months,1.43
9/9/88,10 years - 3 months,1.41
9/12/88,10 years - 3 months,1.49
9/13/88,10 years - 3 months,1.54
9/14/88,10 years - 3 months,1.49
9/15/88,10 years - 3 months,1.51
9/16/88,10 years - 3 months,1.55
9/19/88,10 years - 3 months,1.59
9/20/88,10 years - 3 months,1.53
9/21/88,10 years - 3 months,1.51
9/22/88,10 years - 3 months,1.52
9/23/88,10 years - 3 months,1.5
9/26/88,10 years - 3 months,1.45
9/27/88,10 years - 3 months,1.47
9/28/88,10 years - 3 months,1.48
9/29/88,10 years - 3 months,1.45
9/30/88,10 years - 3 months,1.38
10/3/88,10 years - 3 months,1.34
10/4/88,10 years - 3 months,1.4
10/5/88,10 years - 3 months,1.41
10/6/88,10 years - 3 months,1.32
10/7/88,10 years - 3 months,1.19
10/10/88,10 years - 3 months,.
10/11/88,10 years - 3 months,1.2
10/12/88,10 years - 3 months,1.32
10/13/88,10 years - 3 months,1.26
10/14/88,10 years - 3 months,1.25
10/17/88,10 years - 3 months,1.21
10/18/88,10 years - 3 months,1.18
10/19/88,10 years - 3 months,1.14
10/20/88,10 years - 3 months,1.09
10/21/88,10 years - 3 months,1.14
10/24/88,10 years - 3 months,1.06
10/25/88,10 years - 3 months,1.14
10/26/88,10 years - 3 months,1.13
10/27/88,10 years - 3 months,1.09
10/28/88,10 years - 3 months,1.07
10/31/88,10 years - 3 months,1.03
11/1/88,10 years - 3 months,1.1
11/2/88,10 years - 3 months,1.12
11/3/88,10 years - 3 months,1.04
11/4/88,10 years - 3 months,1.15
11/7/88,10 years - 3 months,1.16
11/8/88,10 years - 3 months,1.06
11/9/88,10 years - 3 months,1.09
11/10/88,10 years - 3 months,1
11/11/88,10 years - 3 months,.
11/14/88,10 years - 3 months,0.85
11/15/88,10 years - 3 months,0.69
11/16/88,10 years - 3 months,0.78
11/17/88,10 years - 3 months,0.86
11/18/88,10 years - 3 months,0.84
11/21/88,10 years - 3 months,0.77
11/22/88,10 years - 3 months,0.81
11/23/88,10 years - 3 months,0.79
11/24/88,10 years - 3 months,.
11/25/88,10 years - 3 months,0.86
11/28/88,10 years - 3 months,0.89
11/29/88,10 years - 3 months,0.86
11/30/88,10 years - 3 months,0.96
12/1/88,10 years - 3 months,0.89
12/2/88,10 years - 3 months,0.84
12/5/88,10 years - 3 months,0.83
12/6/88,10 years - 3 months,0.72
12/7/88,10 years - 3 months,0.73
12/8/88,10 years - 3 months,0.76
12/9/88,10 years - 3 months,0.93
12/12/88,10 years - 3 months,0.89
12/13/88,10 years - 3 months,0.77
12/14/88,10 years - 3 months,0.78
12/15/88,10 years - 3 months,0.71
12/16/88,10 years - 3 months,0.73
12/19/88,10 years - 3 months,0.67
12/20/88,10 years - 3 months,0.61
12/21/88,10 years - 3 months,0.69
12/22/88,10 years - 3 months,0.74
12/23/88,10 years - 3 months,0.73
12/26/88,10 years - 3 months,.
12/27/88,10 years - 3 months,0.68
12/28/88,10 years - 3 months,0.66
12/29/88,10 years - 3 months,0.77
12/30/88,10 years - 3 months,0.77
1/2/89,10 years - 3 months,.
1/3/89,10 years - 3 months,0.8
1/4/89,10 years - 3 months,0.68
1/5/89,10 years - 3 months,0.71
1/6/89,10 years - 3 months,0.67
1/9/89,10 years - 3 months,0.65
1/10/89,10 years - 3 months,0.64
1/11/89,10 years - 3 months,0.71
1/12/89,10 years - 3 months,0.59
1/13/89,10 years - 3 months,0.57
1/16/89,10 years - 3 months,.
1/17/89,10 years - 3 months,0.52
1/18/89,10 years - 3 months,0.44
1/19/89,10 years - 3 months,0.48
1/20/89,10 years - 3 months,0.51
1/23/89,10 years - 3 months,0.44
1/24/89,10 years - 3 months,0.43
1/25/89,10 years - 3 months,0.4
1/26/89,10 years - 3 months,0.35
1/27/89,10 years - 3 months,0.33
1/30/89,10 years - 3 months,0.42
1/31/89,10 years - 3 months,0.32
2/1/89,10 years - 3 months,0.32
2/2/89,10 years - 3 months,0.3
2/3/89,10 years - 3 months,0.23
2/6/89,10 years - 3 months,0.18
2/7/89,10 years - 3 months,0.12
2/8/89,10 years - 3 months,0.11
2/9/89,10 years - 3 months,0.35
2/10/89,10 years - 3 months,0.34
2/13/89,10 years - 3 months,0.34
2/14/89,10 years - 3 months,0.36
2/15/89,10 years - 3 months,0.42
2/16/89,10 years - 3 months,0.4
2/17/89,10 years - 3 months,0.42
2/20/89,10 years - 3 months,.
2/21/89,10 years - 3 months,0.45
2/22/89,10 years - 3 months,0.45
2/23/89,10 years - 3 months,0.44
2/24/89,10 years - 3 months,0.42
2/27/89,10 years - 3 months,0.37
2/28/89,10 years - 3 months,0.29
3/1/89,10 years - 3 months,0.38
3/2/89,10 years - 3 months,0.33
3/3/89,10 years - 3 months,0.37
3/6/89,10 years - 3 months,0.37
3/7/89,10 years - 3 months,0.33
3/8/89,10 years - 3 months,0.31
3/9/89,10 years - 3 months,0.26
3/10/89,10 years - 3 months,0.28
3/13/89,10 years - 3 months,0.26
3/14/89,10 years - 3 months,0.3
3/15/89,10 years - 3 months,0.32
3/16/89,10 years - 3 months,0.28
3/17/89,10 years - 3 months,0.31
3/20/89,10 years - 3 months,0.2
3/21/89,10 years - 3 months,0.1
3/22/89,10 years - 3 months,0.1
3/23/89,10 years - 3 months,0.06
3/24/89,10 years - 3 months,.
3/27/89,10 years - 3 months,-0.01
3/28/89,10 years - 3 months,0
3/29/89,10 years - 3 months,0.07
3/30/89,10 years - 3 months,0.05
3/31/89,10 years - 3 months,0.07
4/3/89,10 years - 3 months,0.06
4/4/89,10 years - 3 months,0.03
4/5/89,10 years - 3 months,0.02
4/6/89,10 years - 3 months,0.03
4/7/89,10 years - 3 months,0.15
4/10/89,10 years - 3 months,0.22
4/11/89,10 years - 3 months,0.27
4/12/89,10 years - 3 months,0.31
4/13/89,10 years - 3 months,0.25
4/14/89,10 years - 3 months,0.26
4/17/89,10 years - 3 months,0.27
4/18/89,10 years - 3 months,0.33
4/19/89,10 years - 3 months,0.35
4/20/89,10 years - 3 months,0.25
4/21/89,10 years - 3 months,0.2
4/24/89,10 years - 3 months,0.16
4/25/89,10 years - 3 months,0.18
4/26/89,10 years - 3 months,0.27
4/27/89,10 years - 3 months,0.34
4/28/89,10 years - 3 months,0.31
5/1/89,10 years - 3 months,0.2
5/2/89,10 years - 3 months,0.19
5/3/89,10 years - 3 months,0.22
5/4/89,10 years - 3 months,0.22
5/5/89,10 years - 3 months,0.26
5/8/89,10 years - 3 months,0.24
5/9/89,10 years - 3 months,0.34
5/10/89,10 years - 3 months,0.33
5/11/89,10 years - 3 months,0.38
5/12/89,10 years - 3 months,0.31
5/15/89,10 years - 3 months,0.28
5/16/89,10 years - 3 months,0.3
5/17/89,10 years - 3 months,0.23
5/18/89,10 years - 3 months,0.1
5/19/89,10 years - 3 months,0.06
5/22/89,10 years - 3 months,-0.04
5/23/89,10 years - 3 months,0.03
5/24/89,10 years - 3 months,-0.04
5/25/89,10 years - 3 months,-0.18
5/26/89,10 years - 3 months,-0.16
5/29/89,10 years - 3 months,.
5/30/89,10 years - 3 months,-0.24
5/31/89,10 years - 3 months,-0.32
6/1/89,10 years - 3 months,-0.31
6/2/89,10 years - 3 months,-0.22
6/5/89,10 years - 3 months,-0.18
6/6/89,10 years - 3 months,-0.09
6/7/89,10 years - 3 months,-0.16
6/8/89,10 years - 3 months,-0.13
6/9/89,10 years - 3 months,-0.35
6/12/89,10 years - 3 months,-0.3
6/13/89,10 years - 3 months,-0.2
6/14/89,10 years - 3 months,-0.21
6/15/89,10 years - 3 months,-0.04
6/16/89,10 years - 3 months,-0.07
6/19/89,10 years - 3 months,-0.05
6/20/89,10 years - 3 months,-0.13
6/21/89,10 years - 3 months,-0.05
6/22/89,10 years - 3 months,-0.06
6/23/89,10 years - 3 months,-0.08
6/26/89,10 years - 3 months,-0.2
6/27/89,10 years - 3 months,-0.22
6/28/89,10 years - 3 months,-0.15
6/29/89,10 years - 3 months,-0.1
6/30/89,10 years - 3 months,-0.16
7/3/89,10 years - 3 months,-0.14
7/4/89,10 years - 3 months,.
7/5/89,10 years - 3 months,0.06
7/6/89,10 years - 3 months,0.05
7/7/89,10 years - 3 months,0.04
7/10/89,10 years - 3 months,-0.01
7/11/89,10 years - 3 months,-0.03
7/12/89,10 years - 3 months,0.01
7/13/89,10 years - 3 months,-0.03
7/14/89,10 years - 3 months,-0.06
7/17/89,10 years - 3 months,-0.13
7/18/89,10 years - 3 months,-0.05
7/19/89,10 years - 3 months,-0.11
7/20/89,10 years - 3 months,-0.23
7/21/89,10 years - 3 months,-0.32
7/24/89,10 years - 3 months,-0.32
7/25/89,10 years - 3 months,-0.3
7/26/89,10 years - 3 months,-0.28
7/27/89,10 years - 3 months,-0.25
7/28/89,10 years - 3 months,-0.25
7/31/89,10 years - 3 months,-0.22
8/1/89,10 years - 3 months,-0.15
8/2/89,10 years - 3 months,-0.13
8/3/89,10 years - 3 months,-0.1
8/4/89,10 years - 3 months,-0.13
8/7/89,10 years - 3 months,-0.18
8/8/89,10 years - 3 months,-0.22
8/9/89,10 years - 3 months,-0.13
8/10/89,10 years - 3 months,-0.11
8/11/89,10 years - 3 months,-0.13
8/14/89,10 years - 3 months,-0.08
8/15/89,10 years - 3 months,-0.1
8/16/89,10 years - 3 months,-0.1
8/17/89,10 years - 3 months,0.03
8/18/89,10 years - 3 months,0.02
8/21/89,10 years - 3 months,0
8/22/89,10 years - 3 months,-0.04
8/23/89,10 years - 3 months,-0.03
8/24/89,10 years - 3 months,-0.04
8/25/89,10 years - 3 months,-0.02
8/28/89,10 years - 3 months,0.01
8/29/89,10 years - 3 months,0.1
8/30/89,10 years - 3 months,0.11
8/31/89,10 years - 3 months,0.1
9/1/89,10 years - 3 months,0.07
9/4/89,10 years - 3 months,.
9/5/89,10 years - 3 months,0.04
9/6/89,10 years - 3 months,0.08
9/7/89,10 years - 3 months,0.1
9/8/89,10 years - 3 months,0.1
9/11/89,10 years - 3 months,0.18
9/12/89,10 years - 3 months,0.25
9/13/89,10 years - 3 months,0.33
9/14/89,10 years - 3 months,0.3
9/15/89,10 years - 3 months,0.31
9/18/89,10 years - 3 months,0.23
9/19/89,10 years - 3 months,0.17
9/20/89,10 years - 3 months,0.07
9/21/89,10 years - 3 months,0.1
9/22/89,10 years - 3 months,0.2
9/25/89,10 years - 3 months,0.23
9/26/89,10 years - 3 months,0.27
9/27/89,10 years - 3 months,0.2
9/28/89,10 years - 3 months,0.16
9/29/89,10 years - 3 months,0.13
10/2/89,10 years - 3 months,0.11
10/3/89,10 years - 3 months,0.18
10/4/89,10 years - 3 months,0.17
10/5/89,10 years - 3 months,0.12
10/6/89,10 years - 3 months,0.2
10/9/89,10 years - 3 months,.
10/10/89,10 years - 3 months,0.14
10/11/89,10 years - 3 months,0.11
10/12/89,10 years - 3 months,0.08
10/13/89,10 years - 3 months,0
10/16/89,10 years - 3 months,0.28
10/17/89,10 years - 3 months,0.32
10/18/89,10 years - 3 months,0.26
10/19/89,10 years - 3 months,0.13
10/20/89,10 years - 3 months,0.18
10/23/89,10 years - 3 months,0.09
10/24/89,10 years - 3 months,0.12
10/25/89,10 years - 3 months,0.05
10/26/89,10 years - 3 months,0.02
10/27/89,10 years - 3 months,-0.08
10/30/89,10 years - 3 months,-0.09
10/31/89,10 years - 3 months,-0.12
11/1/89,10 years - 3 months,-0.14
11/2/89,10 years - 3 months,-0.12
11/3/89,10 years - 3 months,-0.14
11/6/89,10 years - 3 months,-0.13
11/7/89,10 years - 3 months,-0.1
11/8/89,10 years - 3 months,-0.07
11/9/89,10 years - 3 months,-0.06
11/10/89,10 years - 3 months,-0.05
11/13/89,10 years - 3 months,-0.06
11/14/89,10 years - 3 months,-0.05
11/15/89,10 years - 3 months,-0.08
11/16/89,10 years - 3 months,-0.1
11/17/89,10 years - 3 months,-0.05
11/20/89,10 years - 3 months,-0.07
11/21/89,10 years - 3 months,-0.04
11/22/89,10 years - 3 months,-0.03
11/23/89,10 years - 3 months,.
11/24/89,10 years - 3 months,0.04
11/27/89,10 years - 3 months,-0.06
11/28/89,10 years - 3 months,-0.11
11/29/89,10 years - 3 months,-0.04
11/30/89,10 years - 3 months,0
12/1/89,10 years - 3 months,0.03
12/4/89,10 years - 3 months,0.03
12/5/89,10 years - 3 months,0.01
12/6/89,10 years - 3 months,-0.05
12/7/89,10 years - 3 months,-0.07
12/8/89,10 years - 3 months,-0.04
12/11/89,10 years - 3 months,-0.05
12/12/89,10 years - 3 months,-0.08
12/13/89,10 years - 3 months,-0.13
12/14/89,10 years - 3 months,-0.09
